name,ann_return,ann_vol,sharpe,sortino,max_dd,calmar,t_stat_nw,hit_rate,skew,kurt,n_days,gross_sharpe,ann_turn,n_names,beta_to_mkt
ML model (factor-neutral),0.03086950200339511,0.0418398349446407,0.7378017156195597,1.155003425060464,-0.051024085567379474,0.6049986327071089,2.175937938278364,0.5078031212484994,0.34121296639636317,3.8515990844604975,1666,1.0396160005551636,39.81772870753159,74.49579831932773,0.1338655948058868
reversal 5d,0.001596589063997511,0.051410514371312076,0.031055691302097427,0.04338735661278984,-0.1069246848523906,0.014931903387899627,0.13865249348292702,0.5042016806722689,1.0869385623434322,22.57681427080375,1666,0.40061475036555505,67.39309922525587,74.4921968787515,0.26535856971154775
vol-scaled reversal 5d,0.0011770739469105784,0.04897220108731495,0.024035553248095084,0.0335820182920306,-0.11128665744647492,0.010576954811287335,0.1180390931105863,0.49939975990396157,1.0347647823760848,21.26685012402484,1666,0.4151698409480433,67.93895993195156,74.48979591836735,0.2729785287760654
reversal 1d,-0.00466755939384611,0.027547800876002893,-0.16943491841165653,-0.2522150618810285,-0.08946713781589433,-0.052170657380937166,-0.36517181264159704,0.49039615846338536,0.7430807711305834,10.591002583134149,1666,0.4802109579338387,67.16692584643401,74.48859543817527,0.25265193255964913
residual momentum 12-1,0.03319694642167059,0.05390066351930612,0.6158912387002458,0.9432503157032898,-0.08303042697162799,0.3998166411093393,1.7072428014981273,0.5336134453781513,-0.12065806796023859,0.735718785161716,1666,0.7171993378911817,11.166259819546607,74.49579831932773,-0.044992902011152955
residual momentum 3m,-0.00014145446713942356,0.06332759816683764,-0.0022336938591411494,-0.0028511468314641937,-0.11960623173337814,-0.001182668035681859,0.08273026795571728,0.503001200480192,-0.9936983825741,10.888909410617847,1666,0.11156750977034746,18.943399070543986,74.49399759903962,-0.2383325599843366
overnight gap (short high-gap),-0.020657576203440997,0.04863780778959334,-0.42472260042651305,-0.6184766097303078,-0.16911301116869293,-0.12215249471748058,-1.1654810694382034,0.4759903961584634,1.4216123396041453,35.67407400413925,1666,-0.0793401581691292,59.46437219558922,74.49459783913565,0.30549714957156354
overnight-intraday spread,-0.0027883474502214955,0.04479529601791347,-0.06224643429315538,-0.09671279900389582,-0.1282183066635264,-0.0217468747075154,-0.09740571340609877,0.49759903961584634,0.022938489123957267,1.1432444674180688,1666,0.1703099342144371,32.07745206727795,74.49339735894358,0.1169949851903113
